State,Country,Latitude,Longtitude,Confirmed,Deaths,Recovered,Active,Fatality Ratio
Virginia,US,37.7824656,-79.98631446,30,0,0,30,0
Virginia,US,37.48133648,-80.21072274,29,0,0,29,0
Virginia,US,38.48199985,-77.9563087,1176,16,0,1160,1.360544218
Virginia,US,37.51328851,-78.24398086,102,1,0,101,0.980392157
Virginia,US,36.58022376,-79.40395668,812,22,0,790,2.709359606
Virginia,US,37.12560977,-82.35124171,85,1,0,84,1.176470588
Virginia,US,37.07544585,-77.63451754,355,10,0,345,2.816901408
Virginia,US,36.69455571,-77.53406129,245,25,0,220,10.20408163
Virginia,US,37.93357639,-76.94230311,169,2,0,167,1.183431953
Virginia,US,38.83677558,-77.27565836,20041,574,0,19467,2.864128537
Virginia,US,38.85157547,-77.2977964,133,7,0,126,5.263157895
Virginia,US,38.88485255,-77.17560759,68,6,0,62,8.823529412
Virginia,US,38.73564842,-77.80647472,897,21,0,876,2.341137124
Virginia,US,36.9302126,-80.36738849,189,5,0,184,2.645502646
Virginia,US,37.84157909,-78.27715475,341,9,0,332,2.639296188
Virginia,US,36.99536167,-79.88023649,194,1,0,193,0.515463918
Virginia,US,36.6831435,-76.93859681,383,9,0,374,2.349869452
Virginia,US,39.20172582,-78.25974949,833,11,0,822,1.320528211
Virginia,US,38.2977863,-77.4922454,524,5,0,519,0.954198473
Virginia,US,36.66601852,-80.91703124,407,30,0,377,7.371007371
Virginia,US,37.31234791,-80.70636931,78,0,0,78,0
Virginia,US,37.40809042,-76.53524337,225,2,0,223,0.888888889
Virginia,US,37.71714806,-77.90381514,254,7,0,247,2.755905512
Virginia,US,36.65677234,-81.23215889,292,10,0,282,3.424657534
Virginia,US,38.29545894,-78.46525378,208,3,0,205,1.442307692
Virginia,US,36.67878901,-77.56351439,763,11,0,752,1.441677588
Virginia,US,36.76654925,-78.93512622,316,5,0,311,1.582278481
Virginia,US,37.03513786,-76.35879121,1761,21,0,1740,1.192504259
Virginia,US,37.7583355,-77.49464673,1198,35,0,1163,2.921535893
Virginia,US,38.43542574,-78.87536254,2405,34,0,2371,1.413721414
Virginia,US,37.53460572,-77.39326555,5182,206,0,4976,3.975299112
Virginia,US,36.68542395,-79.87634026,991,19,0,972,1.917255298
Virginia,US,38.35799465,-79.56124594,6,0,0,6,0
Virginia,US,37.29186313,-77.29754684,378,7,0,371,1.851851852
Virginia,US,36.90579348,-76.70842863,688,16,0,672,2.325581395
Virginia,US,37.31156958,-76.76950618,818,19,0,799,2.322738386
Virginia,US,38.26818502,-77.15852768,226,4,0,222,1.769911504
Virginia,US,37.70965316,-77.09384941,147,2,0,145,1.360544218
Virginia,US,37.71044922,-76.88689628,66,1,0,65,1.515151515
Virginia,US,37.71889653,-76.46400482,127,0,0,127,0
Virginia,US,36.70586667,-83.12606515,255,6,0,249,2.352941176
Virginia,US,37.78258621,-79.44262866,51,1,0,50,1.960784314
Virginia,US,39.08990083,-77.63481877,6615,122,0,6493,1.844293273
Virginia,US,37.97850256,-77.96274807,278,5,0,273,1.798561151
Virginia,US,36.94618528,-78.24133319,109,2,0,107,1.834862385
Virginia,US,37.40021399,-79.19888138,1255,9,0,1246,0.717131474
Virginia,US,38.41531222,-78.28220331,101,3,0,98,2.97029703
Virginia,US,38.7464321,-77.48509905,1877,25,0,1852,1.331912627
Virginia,US,38.77058531,-77.44399307,603,7,0,596,1.160862355
Virginia,US,36.68212094,-79.86352771,372,13,0,359,3.494623656
Virginia,US,37.44164146,-76.34098896,35,0,0,35,0
Virginia,US,36.67882005,-78.36131056,661,33,0,628,4.992435703
Virginia,US,37.63191998,-76.55064617,84,8,0,76,9.523809524
Virginia,US,37.17746986,-80.37868691,1637,4,0,1633,0.24434942
Virginia,US,37.78790447,-78.88498513,98,1,0,97,1.020408163
Virginia,US,37.50694406,-76.99828634,179,2,0,177,1.117318436
Virginia,US,37.08166899,-76.51754109,2638,32,0,2606,1.213040182
Virginia,US,36.89934014,-76.26420872,4721,67,0,4654,1.419190849
Virginia,US,37.34062933,-75.87751591,305,31,0,274,10.16393443
Virginia,US,37.89202088,-76.41949732,139,5,0,134,3.597122302
Virginia,US,36.93357076,-82.62750411,33,0,0,33,0
Virginia,US,37.1435975,-78.05065922,244,15,0,229,6.147540984
Virginia,US,38.24530219,-78.015604,304,4,0,300,1.315789474
Virginia,US,38.61807452,-78.48797204,379,29,0,350,7.65171504
Virginia,US,36.6801638,-80.2865648,269,24,0,245,8.921933086
Virginia,US,37.20530399,-77.39368102,710,26,0,684,3.661971831
Virginia,US,36.81980341,-79.39731264,938,8,0,930,0.852878465
Virginia,US,37.14259351,-76.35798148,76,2,0,74,2.631578947
Virginia,US,36.85914825,-76.35971629,2500,49,0,2451,1.96
Virginia,US,37.55016038,-77.91267882,207,5,0,202,2.415458937
Virginia,US,37.22554789,-78.43597949,556,12,0,544,2.158273381
Virginia,US,37.18497668,-77.22922187,712,4,0,708,0.561797753
Virginia,US,38.70916224,-77.48713689,11966,196,0,11770,1.63797426
Virginia,US,37.06474963,-80.71229738,204,4,0,200,1.960784314
Virginia,US,37.12222899,-80.5602732,704,0,0,704,0
Virginia,US,38.68295619,-78.15826963,64,2,0,62,3.125
Virginia,US,37.937575,-76.72920628,347,6,0,341,1.729106628
Virginia,US,37.53255773,-77.47966921,4434,55,0,4379,1.240414975
Virginia,US,37.26865804,-80.06396753,764,6,0,758,0.785340314
Virginia,US,37.27791025,-79.96189766,1508,16,0,1492,1.061007958
Virginia,US,37.81204314,-79.44605905,97,2,0,95,2.06185567
Virginia,US,38.51006137,-78.87260325,1340,21,0,1319,1.567164179
Virginia,US,36.9302832,-82.10095486,229,4,0,225,1.746724891
Virginia,US,37.2836193,-80.06219455,257,4,0,253,1.556420233
Virginia,US,36.71466456,-82.60171704,177,4,0,173,2.259887006
Virginia,US,38.85905135,-78.56813762,798,56,0,742,7.01754386
Virginia,US,36.84455636,-81.53344948,414,7,0,407,1.690821256
Virginia,US,36.72231125,-77.10642712,526,20,0,506,3.802281369
